away_hitters,away_AB,away_R,away_H,away_RBI,away_HR,away_BB,away_K,away_AVG,away_OBP,away_SLG,home_hitters,home_AB,home_R,home_H,home_RBI,home_HR,home_BB,home_K,home_AVG,home_OBP,home_SLG
K. Campbell2B,4,1,2,0,0,0,0,.400,.500,.750,R. Urias3B,2,0,1,0,0,1,1,.412,.500,.471
C. WongC,3,0,0,0,0,1,1,.053,.143,.053,J. MateoSS,3,0,0,0,0,0,0,.000,.000,.000
C. RafaelaCF,3,1,1,1,0,1,1,.111,.158,.111,C. MullinsCF,3,0,0,0,0,0,1,.304,.360,.609
team,34,3,10,3,1,3,9,,,,team,29,0,4,0,0,2,9,,,
B. DoyleCF,3,0,0,0,0,1,1,.250,.318,.250,T. TurnerSS,5,0,3,1,0,0,1,.333,.455,.333
E. TovarSS,4,0,0,0,0,0,2,.150,.150,.200,B. Harper1B,5,0,0,0,0,0,1,.227,.261,.364
R. McMahon3B,4,0,0,0,0,0,3,.211,.250,.263,A. Bohm3B,4,1,1,0,0,0,1,.261,.292,.304
H. GoodmanC,3,1,2,1,1,0,1,.368,.400,.842,K. SchwarberDH,4,1,1,1,0,0,1,.333,.391,.810
K. BryantDH,4,0,1,0,0,0,1,.071,.188,.071,N. CastellanosRF,4,1,1,0,0,0,0,.294,.429,.471
M. Toglia1B,4,0,0,0,0,0,4,.053,.100,.105,J.T. RealmutoC,4,1,1,1,0,0,0,.118,.118,.294
N. MartiniRF,2,0,0,0,0,0,0,.308,.357,.308,M. KeplerLF,3,0,0,0,0,1,0,.286,.444,.643
aS. BouchardPH-RF,1,0,0,0,0,0,0,.000,.000,.000,E. Sosa2B,4,1,3,2,0,0,0,.600,.625,.867
K. Farmer2B,2,0,0,0,0,1,1,.231,.267,.231,J. RojasCF,2,0,2,0,0,1,0,.667,.714,.667
M. MoniakLF,2,0,1,0,0,0,0,.500,.500,1.250,team,35,5,12,5,0,2,4,,,
bJ. BeckPH-LF,1,0,0,0,0,0,1,.154,.267,.154,,,,,,,,,,,
team,30,1,4,1,1,2,14,,,,,,,,,,,,,,
K. Marte2B,2,1,1,1,0,2,0,.292,.433,.375,P. Goldschmidt1B,4,0,0,0,0,0,2,.250,.318,.450
C. CarrollRF,3,0,0,0,0,1,1,.227,.370,.455,C. BellingerCF,4,1,1,0,0,0,1,.294,.318,.471
L. Gurriel Jr.LF,3,1,1,2,1,1,1,.217,.250,.522,A. JudgeRF,4,1,1,0,0,0,3,.368,.455,1.105
R. GrichukDH,3,0,0,0,0,1,1,.250,.308,.500,J. Chisholm Jr.2B,4,0,1,0,0,0,1,.300,.364,.750
J. Naylor1B,4,0,0,0,0,0,1,.273,.385,.364,A. VolpeSS,4,1,1,3,1,0,1,.200,.273,.800
E. Suarez3B,3,1,0,0,0,1,1,.238,.360,.952,A. WellsC,4,0,2,0,0,0,0,.235,.350,.647
G. MorenoC,3,1,1,0,0,1,0,.400,.500,.400,J. DominguezLF,4,0,0,0,0,0,3,.200,.333,.400
J. McCarthyCF,4,0,0,0,0,0,1,.000,.118,.000,B. RiceDH,3,0,0,0,0,0,3,.385,.429,.923
G. PerdomoSS,2,0,0,1,0,0,0,.350,.348,.400,O. Cabrera3B,2,0,0,0,0,0,2,.250,.308,.250
team,27,4,3,4,1,7,6,,,,aP. ReyesPH-3B,1,0,0,0,0,0,0,.000,.143,.000
,,,,,,,,,,,team,34,3,6,3,1,0,16,,,
O. Albies2B,5,1,2,1,0,0,1,.185,.241,.333,S. OhtaniDH,5,1,3,1,1,0,0,.333,.459,.667
M. OzunaDH,2,1,0,0,0,3,0,.188,.552,.188,M. BettsSS,4,0,0,0,0,0,0,.300,.364,.750
A. Riley3B,5,0,1,0,0,0,1,.111,.172,.259,T. HernándezRF,4,0,0,0,0,0,3,.200,.273,.433
M. Olson1B,4,1,1,2,0,1,0,.182,.379,.318,M. ConfortoLF,2,3,2,1,1,2,0,.368,.500,.737
B. De La CruzLF,4,0,0,0,0,0,2,.000,.083,.000,W. SmithC,3,1,1,0,0,1,1,.450,.607,.650
J. KelenicLF,1,0,0,0,0,0,1,.150,.150,.300,T. Edman2B,3,1,2,2,1,1,0,.290,.303,.677
N. AllenSS,4,0,2,1,0,0,1,.364,.364,.455,M. Muncy3B,4,0,1,2,0,0,1,.120,.214,.200
S. FairchildRF,4,1,0,0,0,0,1,.000,.000,.000,E. Hernández1B,4,0,0,0,0,0,1,.105,.100,.421
C. TrompC,3,0,0,0,0,1,1,.000,.167,.000,A. PagesCF,3,0,0,0,0,0,2,.120,.267,.160
E. WhiteCF,2,1,1,0,0,0,0,.250,.250,.250,team,32,6,9,6,3,4,8,,,
aM. Harris IIPH-CF,2,0,1,0,0,0,0,.160,.160,.280,,,,,,,,,,,
team,36,5,8,4,0,5,8,,,,,,,,,,,,,,
J. DuranLF,4,0,0,1,0,0,2,.200,.242,.300,C. MullinsCF,3,2,1,1,1,1,1,.308,.400,.692
R. DeversDH,4,2,1,0,0,1,1,.111,.250,.148,A. RutschmanC,3,0,1,0,0,1,0,.259,.355,.519
A. Bregman3B,5,2,3,3,1,0,2,.290,.313,.452,J. Westburg2B,3,0,1,1,0,1,0,.375,.444,.750
T. Casas1B,5,1,2,2,1,0,2,.154,.185,.269,R. O'Hearn1B-RF,4,0,0,0,0,0,3,.316,.381,.421
T. StorySS,4,0,0,0,0,0,2,.217,.250,.348,T. O'NeillDH,4,0,0,0,0,0,1,.364,.400,.545
W. AbreuRF,3,2,1,0,0,1,1,.471,.625,.941,H. KjerstadRF,2,1,1,0,0,0,1,.222,.273,.333
K. Campbell2B,4,1,2,2,1,0,0,.417,.500,.833,aR. MountcastlePH-1B,2,0,1,0,0,0,1,.273,.304,.364
C. NarvaezC,4,0,1,0,0,0,1,.286,.375,.286,J. HollidaySS,4,1,1,0,0,0,0,.304,.333,.478
C. RafaelaCF,4,0,1,0,0,0,0,.136,.174,.136,R. Urias3B,4,0,2,1,0,0,1,.429,.500,.476
team,37,8,11,8,3,2,11,,,,D. CarlsonLF,3,0,0,1,0,0,3,.000,.167,.000
,,,,,,,,,,,team,32,4,8,4,1,3,11,,,
B. DoyleCF,5,0,1,0,0,0,1,.240,.296,.280,K. SchwarberDH,5,2,1,1,1,0,0,.308,.357,.808
E. TovarSS,4,0,0,0,0,0,0,.125,.125,.167,T. TurnerSS,4,0,1,0,0,0,1,.308,.400,.308
R. McMahon3B,4,0,1,0,0,0,2,.217,.250,.261,B. Harper1B,4,0,2,1,0,0,2,.269,.296,.423
H. GoodmanDH,2,1,0,0,0,1,1,.333,.417,.762,A. Bohm3B,4,0,1,0,0,0,1,.259,.286,.296
M. Toglia1B,4,0,1,0,0,0,2,.087,.125,.130,M. KeplerLF,4,0,1,0,0,0,1,.278,.409,.556
N. MartiniRF,3,0,1,0,0,0,0,.313,.353,.313,N. CastellanosRF,4,0,0,0,0,0,2,.238,.360,.381
aS. BouchardPH,1,0,1,1,0,0,0,.200,.200,.200,J.T. RealmutoC,3,1,3,0,0,1,0,.250,.286,.400
J. StallingsC,4,0,1,0,0,0,2,.125,.125,.125,B. Stott2B,3,0,2,0,0,1,0,.278,.381,.556
M. MoniakLF,3,0,1,0,0,0,1,.429,.429,1.143,B. MarshCF,2,0,0,0,0,2,0,.267,.421,.467
bK. FarmerPH,1,0,1,0,0,0,0,.286,.313,.286,team,33,3,11,2,1,4,7,,,
J. BeckPR,0,0,0,0,0,0,0,.154,.267,.154,,,,,,,,,,,
T. Freeman2B,3,0,0,0,0,1,1,.000,.333,.000,,,,,,,,,,,
team,34,1,8,1,0,2,10,,,,,,,,,,,,,,
J. AltuveLF,5,0,0,0,0,0,5,.321,.367,.429,M. WallnerRF,4,1,1,0,0,0,2,.143,.308,.333
J. MeyersCF,0,0,0,0,0,0,0,.200,.200,.200,C. CorreaSS,4,0,0,1,0,0,1,.080,.115,.120
I. Paredes3B,3,0,0,0,0,0,1,.130,.310,.174,B. BuxtonCF,4,1,2,0,0,0,1,.240,.269,.400
Y. AlvarezDH,4,0,0,0,0,0,2,.125,.241,.167,T. LarnachDH,4,0,1,1,0,0,1,.238,.304,.238
C. Walker1B,3,2,2,1,1,0,0,.185,.214,.296,T. France1B,4,0,0,0,0,0,0,.192,.250,.231
J. PenaSS,4,1,1,1,1,0,0,.130,.231,.391,W. Castro3B-2B,3,0,1,0,0,0,1,.261,.346,.522
V. CaratiniC,4,2,2,0,0,0,0,.375,.375,.500,E. Julien2B,2,0,0,0,0,0,1,.167,.167,.167
B. Rodgers2B,4,0,3,3,0,0,1,.313,.389,.375,aJ. MirandaPH-3B,1,0,0,0,0,0,0,.158,.158,.158
C. SmithRF,3,0,0,0,0,0,2,.143,.294,.143,R. JeffersC,3,0,0,0,0,0,2,.222,.300,.222
C. McCormickRF,1,0,0,0,0,0,1,.250,.400,.250,H. BaderLF,3,0,0,0,0,0,2,.211,.211,.737
M. DubonCF-LF,4,0,1,0,0,0,0,.111,.200,.222,team,32,2,5,2,0,0,11,,,
team,35,5,9,5,2,0,12,,,,,,,,,,,,,,
C. CarrollRF,5,1,1,0,0,0,1,.222,.344,.407,B. Rice1B,3,2,1,0,0,2,1,.375,.474,.875
G. PerdomoSS,5,1,1,4,1,0,1,.320,.321,.480,O. Peraza3B,0,0,0,0,0,0,0,.500,.500,2.000
P. Smith1B,4,1,0,0,0,1,2,.308,.471,.538,C. BellingerRF,4,1,0,0,0,1,2,.238,.296,.381
J. NaylorDH,3,2,2,0,0,1,0,.320,.433,.440,A. JudgeDH,5,2,3,4,1,0,0,.417,.481,1.167
L. Gurriel Jr.LF,4,0,1,1,0,0,1,.222,.250,.519,J. Chisholm Jr.2B,4,1,1,2,1,1,1,.292,.370,.792
E. Suarez3B,3,0,1,0,0,1,1,.250,.379,.917,J. DominguezLF,5,1,2,0,0,0,1,.250,.348,.450
A. ThomasCF,4,0,0,2,0,0,2,.385,.400,.538,A. VolpeSS,4,1,1,0,0,0,1,.208,.269,.708
G. Hampson2B,2,1,0,0,0,1,1,.000,.400,.000,T. GrishamCF,4,1,3,3,1,0,0,.500,.583,.900
aK. MartePH-2B,1,0,1,0,0,0,0,.320,.452,.400,J.C. EscarraC,4,0,1,0,0,0,0,.167,.167,.333
J. HerreraC,2,1,1,0,0,1,0,.143,.250,.143,O. Cabrera3B,3,0,0,0,0,0,1,.200,.250,.200
bG. MorenoPH-C,1,0,0,0,0,0,0,.375,.474,.375,aP. GoldschmidtPH-1B,0,0,0,0,0,1,0,.250,.348,.450
team,34,7,8,7,1,5,9,,,,team,36,9,12,9,3,5,7,,,
T. FriedlCF,3,0,0,0,0,1,0,.208,.269,.208,J. ChourioRF-LF,4,1,1,0,0,0,0,.281,.281,.500
M. McLain2B,3,0,0,0,0,1,2,.222,.300,.593,C. YelichDH,3,0,0,0,0,1,2,.100,.308,.250
E. De La CruzSS,4,0,0,0,0,0,1,.286,.310,.571,W. ContrerasC,4,0,0,0,0,0,0,.083,.241,.083
C. Encarnacion-Strand1B,4,0,0,0,0,0,2,.190,.261,.381,R. Hoskins1B,3,0,1,0,0,0,0,.167,.318,.167
J. Candelario3B,4,0,1,0,0,0,0,.200,.259,.200,S. FrelickCF-RF,3,0,2,1,0,0,0,.320,.414,.320
B. DunnRF,2,0,0,0,0,0,1,.111,.111,.111,V. Capra3B,2,0,0,0,0,0,1,.158,.158,.316
aG. LuxPH-LF,1,0,0,0,0,1,1,.200,.304,.250,I. CollinsLF,3,0,0,0,0,0,0,.333,.333,.583
S. SteerDH,3,0,0,0,0,0,1,.056,.056,.056,G. MitchellCF,0,0,0,0,0,0,0,.200,.333,.200
S. EspinalLF-RF,3,0,0,0,0,0,0,.154,.214,.154,J. OrtizSS,3,0,0,0,0,0,0,.185,.214,.222
J. TrevinoC,3,0,1,0,0,0,1,.214,.267,.286,B. Turang2B,3,0,1,0,0,0,1,.321,.333,.429
team,30,0,2,0,0,3,9,,,,team,28,1,5,1,0,1,4,,,
M. Vargas3B,5,0,1,1,0,0,1,.192,.276,.269,J. MalloyDH,4,0,0,0,0,1,3,.182,.400,.273
L. Robert Jr.CF,4,0,0,0,0,1,3,.160,.214,.200,K. CarpenterLF,5,2,2,2,2,0,1,.261,.250,.565
A. BenintendiLF,4,0,1,0,0,0,1,.320,.370,.560,R. KreidlerCF,0,0,0,0,0,0,0,.200,.250,.200
A. Vaughn1B,4,0,0,0,0,0,1,.130,.130,.304,R. GreeneCF-LF,5,2,3,1,1,0,0,.344,.344,.750
N. MatonDH,1,0,0,0,0,1,1,.143,.333,.571,S. Torkelson1B,3,1,1,1,0,1,2,.320,.469,.520
aA. SlaterPH-DH,2,1,1,0,0,0,1,.273,.273,.636,C. Keith2B,4,1,1,0,0,1,1,.190,.433,.286
L. Sosa2B,4,1,1,0,0,0,0,.238,.238,.429,Z. McKinstryRF,3,1,2,1,0,1,0,.280,.379,.360
M. ThaissC,1,1,0,0,0,1,0,.231,.444,.308,D. DinglerC,3,0,0,1,0,0,0,.400,.438,.733
bK. LeePH-C,2,1,1,1,0,0,0,.222,.300,.333,T. SweeneySS,3,0,1,1,0,1,1,.280,.333,.480
B. BaldwinSS,4,0,1,2,0,0,1,.333,.316,.556,J. Baez3B,4,0,0,0,0,0,1,.214,.214,.286
T. JankowskiRF,3,0,1,0,0,1,2,.214,.267,.214,team,34,7,10,7,3,5,9,,,
team,34,4,7,4,0,4,11,,,,,,,,,,,,,,
L. NootbaarLF,5,2,2,1,0,0,1,.414,.514,.655,J. DuranLF,6,1,2,1,0,0,0,.222,.256,.306
W. Contreras1B,5,1,1,1,0,0,3,.071,.103,.107,R. DeversDH,3,1,2,1,0,2,0,.167,.324,.200
B. Donovan2B,5,1,3,3,1,0,0,.267,.303,.467,A. Bregman3B,4,2,2,1,0,1,1,.314,.351,.486
N. Arenado3B,5,1,2,0,0,0,0,.393,.485,.607,T. Casas1B,5,2,2,0,0,0,0,.194,.219,.355
A. BurlesonDH,4,1,3,0,0,0,1,.333,.391,.381,T. StorySS,5,1,2,3,1,0,1,.250,.276,.464
aL. BakerPH,0,0,0,0,0,1,0,.429,.600,.571,W. AbreuRF,5,2,3,2,1,0,0,.500,.621,1.000
I. HerreraC,5,1,1,3,1,0,1,.400,.455,1.100,K. Campbell2B,2,3,1,1,0,2,1,.423,.515,.808
J. WalkerRF,4,0,0,0,0,0,2,.318,.423,.455,C. NarvaezC,3,0,2,2,0,2,0,.400,.538,.500
V. Scott IICF,3,1,0,0,0,1,1,.308,.367,.462,C. RafaelaCF,4,1,0,1,0,1,0,.115,.179,.115
M. WinnSS,4,1,2,0,0,0,0,.154,.241,.154,team,37,13,16,12,2,8,3,,,
team,40,9,14,8,2,2,9,,,,,,,,,,,,,,
F. Tatis Jr.RF,4,0,2,0,0,0,0,.433,.486,.567,I. HappLF,4,2,2,0,0,0,1,.214,.320,.310
L. Arraez1B,4,0,0,0,0,0,0,.129,.152,.226,K. TuckerRF,2,1,0,0,0,2,0,.308,.449,.744
M. Machado3B,4,0,0,0,0,0,2,.345,.387,.448,S. SuzukiDH,3,0,0,0,0,1,1,.256,.327,.581
X. BogaertsSS,3,0,0,0,0,1,0,.200,.355,.280,M. Busch1B,1,0,0,0,0,1,0,.250,.364,.357
J. MerrillCF,4,0,2,0,0,0,1,.429,.452,.714,aJ. TurnerPH-1B,1,0,1,1,0,0,0,.273,.429,.273
Y. GurrielDH,3,0,0,0,0,0,1,.091,.167,.091,D. SwansonSS,3,0,0,0,0,1,0,.205,.279,.436
bG. SheetsPH,1,0,0,0,0,0,0,.421,.450,.684,N. Hoerner2B,3,0,0,1,0,1,0,.296,.387,.296
J. Cronenworth2B,4,0,1,0,0,0,1,.261,.414,.478,P. Crow-ArmstrongCF,4,0,0,0,0,0,1,.179,.256,.256
B. LockridgeLF,2,0,0,0,0,0,0,.333,.500,.667,M. Shaw3B,3,0,0,0,0,1,0,.189,.302,.297
M. MaldonadoC,2,1,1,1,1,0,0,.231,.231,.462,M. AmayaC,4,0,0,0,0,0,2,.250,.250,.417
aE. DiazPH-C,1,0,0,0,0,0,1,.214,.267,.214,team,28,3,3,2,0,7,5,,,
team,32,1,6,1,1,1,6,,,,,,,,,,,,,,
B. BichetteSS,4,0,0,0,0,0,2,.273,.333,.333,F. LindorSS,2,2,1,0,0,2,0,.136,.231,.182
V. Guerrero Jr.1B,3,0,2,0,0,1,0,.267,.343,.367,J. SotoRF,4,1,1,1,0,0,0,.240,.387,.440
A. SantanderLF-RF,3,0,0,0,0,1,1,.200,.294,.233,P. Alonso1B,3,2,1,2,1,1,0,.292,.433,.750
A. Gimenez2B,4,0,0,0,0,0,2,.267,.353,.633,B. NimmoLF,3,0,1,1,0,1,0,.259,.310,.519
A. KirkC,4,0,0,0,0,0,1,.261,.250,.304,S. MarteDH,2,0,0,1,0,0,0,.222,.385,.556
G. SpringerCF,4,0,2,0,0,0,0,.440,.517,.720,M. Vientos3B,3,0,0,0,0,0,0,.074,.138,.148
W. WagnerDH,3,0,0,0,0,1,2,.333,.364,.429,L. TorrensC,3,0,0,0,0,0,0,.263,.300,.526
E. Clement3B,3,0,0,0,0,0,1,.118,.200,.176,L. Acuna2B,3,0,0,0,0,0,1,.143,.200,.214
A. RodenRF,2,0,0,0,0,0,0,.278,.333,.333,J. SiriCF,3,0,0,0,0,0,0,.083,.154,.167
aD. SchneiderPH-LF,1,0,0,0,0,0,1,.000,.273,.000,team,26,5,4,5,1,4,1,,,
team,31,0,4,0,0,3,10,,,,,,,,,,,,,,
L. ButlerRF,5,0,2,0,0,0,1,.207,.324,.276,B. DoyleCF,6,0,1,0,0,0,0,.226,.273,.258
B. RookerDH,5,0,0,0,0,0,2,.229,.250,.486,E. TovarSS,5,1,3,0,0,1,2,.207,.233,.310
J. BledayCF,4,2,1,0,0,1,1,.200,.294,.233,R. McMahon3B,4,0,1,1,0,0,1,.222,.241,.259
S. LangeliersC,4,1,2,0,0,1,0,.231,.310,.462,H. GoodmanDH-C,5,0,0,0,0,0,1,.269,.345,.615
T. Soderstrom1B,4,1,2,1,0,1,1,.323,.364,.645,M. Toglia1B,4,1,2,0,0,1,2,.148,.207,.185
M. AndujarLF,5,0,1,0,0,0,0,.261,.346,.304,K. Farmer2B,4,0,2,1,0,0,1,.333,.350,.444
J. WilsonSS,5,2,2,3,1,0,0,.379,.379,.621,T. FreemanPR-2B,1,1,0,0,0,0,1,.000,.286,.000
G. Urshela3B,5,0,1,1,0,0,1,.130,.130,.174,J. StallingsC,3,0,1,0,0,1,1,.182,.250,.182
M. Muncy2B,3,0,0,0,0,0,0,.115,.115,.269,aN. MartiniPH,0,0,0,0,0,1,0,.313,.389,.313
aS. BrownPH,1,0,0,0,0,0,1,.125,.462,.125,A. ChivilliP,0,0,0,0,0,0,0,.000,.000,.000
M. Schuemann2B,1,0,0,0,0,0,0,.000,.000,.000,J. BirdP,0,0,0,0,0,0,0,.000,.000,.000
team,42,6,11,5,1,3,7,,,,J. BeckLF,4,0,1,1,0,1,3,.176,.300,.176
,,,,,,,,,,,M. MoniakRF,4,0,0,0,0,1,2,.273,.333,.727
,,,,,,,,,,,team,40,3,11,3,0,6,14,,,
B. RiceDH,4,1,1,0,0,2,0,.350,.480,.750,K. Hayes3B,4,1,1,3,1,1,0,.214,.241,.393
A. JudgeRF,5,1,1,2,1,1,3,.379,.455,1.103,B. ReynoldsDH,5,1,1,1,1,0,3,.194,.237,.306
J. Chisholm Jr.2B,5,0,0,0,0,0,2,.241,.313,.655,O. CruzCF,3,0,0,0,0,1,1,.231,.382,.462
P. Goldschmidt1B,5,1,2,0,0,0,1,.280,.357,.440,J. BartC,3,0,1,0,0,1,2,.261,.370,.261
A. WellsC,4,1,0,0,0,0,1,.190,.320,.524,A. McCutchenRF,4,0,3,0,0,0,0,.375,.444,.625
A. VolpeSS,4,2,3,1,0,0,0,.286,.355,.750,T. PhamLF,1,0,0,0,0,0,0,.083,.214,.125
T. GrishamCF,3,2,1,0,0,2,2,.462,.588,.769,A. CanarioLF,3,0,0,0,0,0,2,.000,.000,.000
J. DominguezLF,4,1,2,2,0,0,1,.292,.393,.500,E. Rodriguez1B,4,1,1,0,0,0,2,.150,.292,.250
O. Cabrera3B,4,0,3,4,0,1,1,.316,.381,.316,J. Triolo2B,3,0,0,0,0,0,1,.063,.118,.063
team,38,9,13,9,1,6,11,,,,aA. FrazierPH,1,0,0,0,0,0,0,.250,.304,.250
,,,,,,,,,,,I. Kiner-FalefaSS,4,1,2,0,0,0,0,.360,.467,.360
,,,,,,,,,,,team,35,4,9,4,2,3,11,,,
V. RoblesRF,7,1,2,0,0,0,1,.229,.243,.314,L. Wade Jr.1B,6,2,3,2,0,1,2,.174,.200,.478
J. RodriguezCF,6,3,3,1,1,1,0,.250,.417,.536,W. AdamesSS,7,1,3,3,0,0,2,.200,.242,.267
C. RaleighC,4,2,1,0,0,2,0,.143,.294,.250,J. LeeCF,6,1,1,1,0,0,2,.250,.333,.375
R. ArozarenaLF,5,0,0,1,0,1,3,.143,.294,.429,M. Chapman3B,4,1,2,2,1,2,1,.280,.419,.520
J. Polanco3B,5,1,3,4,1,1,0,.450,.476,.750,H. RamosLF,5,1,3,1,0,1,1,.323,.344,.710
D. Solano1B,0,0,0,0,0,0,0,.000,.000,.000,M. YastrzemskiRF,5,0,1,0,0,1,2,.300,.391,.300
L. RaleyDH,6,1,2,0,0,0,1,.222,.333,.389,W. FloresDH,6,1,1,0,0,0,1,.214,.267,.643
R. Tellez1B,2,0,0,0,0,1,0,.083,.200,.083,L. MatosPR,0,1,0,0,0,0,0,.400,.455,.800
aD. MoorePH-1B-3B,3,0,1,0,0,0,0,.364,.500,.636,P. BaileyC,5,1,3,1,0,0,0,.222,.333,.333
R. Bliss2B,4,0,1,0,0,0,0,.136,.240,.136,C. KossPR,0,0,0,0,0,0,0,.000,.250,.000
bM. MastrobuoniPH-2B,2,0,1,0,0,0,0,.333,.333,.333,S. HuffC,1,0,0,0,0,0,0,.000,.000,.000
J.P. CrawfordSS,4,1,1,0,0,1,3,.136,.321,.136,T. Fitzgerald2B,4,1,0,0,0,1,1,.190,.261,.238
team,48,9,15,6,2,7,8,,,,team,49,10,17,10,1,6,12,,,
C. CarrollRF,4,2,2,3,2,1,1,.258,.378,.613,C. AbramsSS,4,1,2,1,1,0,2,.310,.333,.690
K. Marte2B,1,0,1,0,0,0,0,.346,.469,.462,J. WoodLF,4,0,1,0,0,0,2,.222,.276,.370
G. HampsonPR-2B,3,2,1,0,0,1,0,.167,.444,.167,K. RuizC,4,0,0,0,0,0,1,.320,.370,.600
P. SmithDH,3,0,1,0,0,0,2,.313,.450,.500,N. Lowe1B,4,2,2,1,1,0,1,.333,.379,.741
aR. GrichukPH-DH,2,0,1,2,0,0,0,.286,.333,.571,L. Garcia Jr.2B,4,1,1,2,1,0,0,.143,.143,.333
J. Naylor1B,4,0,1,1,0,0,0,.310,.412,.414,J. BellDH,4,0,1,0,0,0,0,.115,.207,.231
L. Gurriel Jr.LF,4,0,1,0,0,0,0,.226,.250,.484,D. CrewsRF,4,0,1,0,0,0,0,.045,.087,.045
E. Suarez3B,4,0,0,0,0,0,2,.214,.333,.786,J. Tena3B,3,0,0,0,0,0,0,.200,.200,.200
G. MorenoC,4,0,0,0,0,0,1,.300,.391,.300,J. YoungCF,3,0,0,0,0,0,0,.067,.263,.133
J. McCarthyCF,4,0,0,0,0,0,0,.000,.095,.000,team,34,4,8,4,3,0,6,,,
G. PerdomoSS,4,2,3,0,0,0,0,.379,.375,.552,,,,,,,,,,,
team,37,6,11,6,2,2,6,,,,,,,,,,,,,,
S. OhtaniDH,4,0,1,0,0,0,1,.324,.439,.618,K. SchwarberDH,2,0,0,0,0,2,0,.286,.375,.750
M. BettsSS,3,1,0,0,0,1,1,.261,.346,.652,T. TurnerSS,3,1,1,0,0,1,1,.313,.421,.375
T. Edman2B,4,1,1,2,1,0,1,.286,.297,.714,B. Harper1B,3,0,0,0,0,1,1,.241,.290,.379
T. HernándezRF,4,0,2,0,0,0,1,.235,.297,.471,A. Bohm3B,4,0,0,0,0,0,0,.226,.250,.258
W. SmithC,2,0,0,0,0,2,1,.409,.594,.591,M. KeplerLF,3,1,0,0,0,1,0,.238,.385,.476
C. TaylorPR,0,0,0,0,0,0,0,.000,.000,.000,N. CastellanosRF,3,1,2,0,0,0,0,.292,.393,.458
E. Hernández1B,3,0,0,0,0,0,3,.091,.087,.364,J.T. RealmutoC,3,0,1,0,0,0,1,.261,.292,.391
aM. MuncyPH,1,0,0,0,0,0,1,.115,.207,.192,B. Stott2B,3,0,1,1,0,0,2,.286,.375,.524
M. ConfortoLF,3,0,0,0,0,0,1,.318,.444,.636,B. MarshCF,3,0,0,1,0,0,2,.222,.364,.389
M. Rojas3B,3,0,1,0,0,0,0,.105,.150,.105,team,27,3,5,2,0,5,7,,,
A. PagesCF,2,0,0,0,0,1,1,.111,.273,.148,,,,,,,,,,,
team,29,2,5,2,1,4,11,,,,,,,,,,,,,,
X. EdwardsSS,4,0,0,0,0,0,2,.250,.306,.313,M. Harris IICF,5,2,3,0,0,0,0,.233,.233,.367
K. StowersRF,4,0,1,0,0,0,2,.261,.433,.391,O. Albies2B,5,2,2,1,0,0,0,.219,.265,.344
G. ConineLF,4,0,1,0,0,0,2,.280,.280,.440,M. OzunaDH,5,3,3,3,1,0,2,.286,.559,.476
O. Lopez2B,4,0,0,0,0,0,0,.303,.361,.485,M. Olson1B,5,2,2,3,1,0,1,.222,.382,.444
M. Mervis1B,3,0,0,0,0,0,2,.133,.176,.133,A. Riley3B,4,0,2,2,0,0,1,.161,.235,.290
L. HicksC,3,0,1,0,0,0,1,.143,.200,.143,B. De La CruzLF,3,0,2,0,0,1,0,.143,.250,.143
J. BrideDH,3,0,0,0,0,0,2,.077,.226,.077,E. WhiteLF,1,0,0,0,0,0,0,.200,.200,.200
G. Pauley3B,3,0,0,0,0,0,0,.200,.238,.350,D. BaldwinC,4,0,1,1,0,1,1,.091,.200,.091
D. MyersCF,3,0,1,0,0,0,1,.333,.364,.429,N. AllenSS,4,1,1,0,0,1,1,.333,.375,.400
team,31,0,4,0,0,0,12,,,,J. KelenicRF,4,0,0,0,0,0,3,.125,.125,.250
,,,,,,,,,,,team,40,10,16,10,2,3,9,,,
G. HendersonSS,4,0,1,0,0,0,1,.250,.250,.250,J. IndiaLF,3,0,0,0,0,1,0,.286,.375,.357
A. RutschmanC,4,0,1,0,0,0,0,.258,.343,.484,T. TolbertPR-RF,1,0,0,0,0,0,0,.000,.000,.000
J. Westburg3B,4,0,0,0,0,0,1,.321,.387,.643,B. Witt Jr.SS,4,2,1,0,0,1,1,.241,.333,.310
C. MullinsCF,3,0,1,0,0,1,0,.310,.412,.690,V. Pasquantino1B,5,0,2,3,0,0,0,.217,.308,.478
R. O'HearnDH,3,1,0,0,0,1,0,.273,.360,.364,S. PerezC,5,1,2,1,0,0,2,.241,.267,.379
T. O'NeillRF,4,0,1,0,0,0,1,.346,.379,.538,M. Massey2B,4,0,1,0,0,0,1,.269,.286,.346
H. KjerstadLF,3,1,2,1,0,0,1,.333,.357,.417,C. BiggioDH,2,1,1,0,0,0,0,.286,.333,.286
R. Mountcastle1B,3,0,0,0,0,0,1,.240,.269,.320,aM. CanhaPH-DH,2,1,1,0,0,0,0,.375,.545,.625
J. Holliday2B,3,0,0,0,0,0,0,.269,.296,.423,M. Garcia3B,4,1,2,3,0,0,1,.381,.435,.810
team,31,2,6,1,0,2,5,,,,M. MelendezRF-LF,3,1,0,0,0,0,0,.063,.211,.063
,,,,,,,,,,,K. IsbelCF,3,1,1,1,0,0,0,.167,.167,.222
,,,,,,,,,,,team,36,8,11,8,0,2,5,,,
